StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2.1_First Click,Q2.1_Last Click,Q2.1_Page Submit,Q2.1_Click Count,Q2.3,Q2.4,Q2.5,Q2.7_1,Q3.1_Browser,Q3.1_Version,Q3.1_Operating System,Q3.1_Resolution,Q3.2,Q3.3,Q3.4,Q3.5,Q3.6,Q4.3,Q4.4_First Click,Q4.4_Last Click,Q4.4_Page Submit,Q4.4_Click Count,Q4.5,Q4.6_First Click,Q4.6_Last Click,Q4.6_Page Submit,Q4.6_Click Count,Q4.7,Q4.8_First Click,Q4.8_Last Click,Q4.8_Page Submit,Q4.8_Click Count,Q4.9,Q4.10_First Click,Q4.10_Last Click,Q4.10_Page Submit,Q4.10_Click Count,Q4.11,Q4.12_First Click,Q4.12_Last Click,Q4.12_Page Submit,Q4.12_Click Count,Q5.3,Q5.4_First Click,Q5.4_Last Click,Q5.4_Page Submit,Q5.4_Click Count,Q5.5,Q5.6_First Click,Q5.6_Last Click,Q5.6_Page Submit,Q5.6_Click Count,Q5.7,Q5.8_First Click,Q5.8_Last Click,Q5.8_Page Submit,Q5.8_Click Count,Q5.9,Q5.10_First Click,Q5.10_Last Click,Q5.10_Page Submit,Q5.10_Click Count,Q5.11,Q5.12_First Click,Q5.12_Last Click,Q5.12_Page Submit,Q5.12_Click Count,Q5.13,Q5.14_First Click,Q5.14_Last Click,Q5.14_Page Submit,Q5.14_Click Count,Q5.15,Q5.16_First Click,Q5.16_Last Click,Q5.16_Page Submit,Q5.16_Click Count,Q7.2_1,Q7.3,Q7.4,Q7.5,Q8.2_1,Q8.3,Q8.4,Q8.5,Q9.1,Q10.1,Q12.1,Q12.2,Q13.1,Q13.2,Q13.3,Q13.4,Q13.5,Q13.6,Q13.7,Q13.8,Q13.9,Q13.10,Q13.11,Q13.12,Q13.13,Q13.14,Q14.2,Q14.3,Q14.3_3_TEXT,Q14.4,Q14.4_4_TEXT,Q14.5,id,DeviceIdentifier
2021-05-10 05:50:15,2021-05-10 05:59:06,IP Address,77.131.128.44,100,531,True,2021-05-10 05:59:06,R_2Yn8w9RCSUeuTVc,,,,,45.8865966796875,6.090606689453125,anonymous,FR,0,0,14.269,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,No,Safari,14.1,Macintosh,1440x900,E,L,M,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,neutre,5.81,5.81,17.688,1,mignon,1.885,1.885,4.176,1,joie,1.206,1.206,4.355,1,tristesse,1.823,1.823,9.975,1,colère,1.498,1.498,5.523,1,paisible,1.158,1.158,5.375,1,intéressant,1.082,1.082,6.272,1,10,(6) Très probable,(0) Pas du tout susceptible,(4),,,,,Non,Je me base en partie sur ma réflexion et en partie sur mon intuition,(5),Légèrement positifs (1),"Ni d'accord, ni en désaccord",Tout à fait d'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",Tout à fait d'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",Tout à fait d'accord,D'accord,D'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",20,Une Femme,,Etudiant.e,,,11362,
2021-05-10 05:51:29,2021-05-10 05:59:07,IP Address,92.107.196.36,100,457,True,2021-05-10 05:59:07,R_33cXqBtQ2Ns5tkB,,,,,46.191497802734375,6.1403045654296875,anonymous,FR,0,0,84.147,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Chrome,90.0.4430.93,Windows NT 10.0,1536x864,M,A,L,6,10,30,33.28,33.28,36.083,1,"13,50",11.846,11.846,15.027,1,1,4.889,4.889,12.234,1,15,3.219,3.219,33.887,1,234,2.37,2.37,28.026,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,(2),(2),(2),,,,,Non,Je prends le temps de réfléchir avec précision,(5),(2),"Ni d'accord, ni en désaccord",Tout à fait d'accord,"Ni d'accord, ni en désaccord",Tout à fait d'accord,Tout à fait d'accord,D'accord,D'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",Tout à fait d'accord,D'accord,D'accord,D'accord,D'accord,19,Une Femme,,Etudiant.e,,,13078,
2021-05-10 05:54:08,2021-05-10 06:00:00,IP Address,129.194.77.195,100,351,True,2021-05-10 06:00:00,R_1MSdJzWo4wuUj0K,,,,,46.1952972412109375,6.1385040283203125,anonymous,FR,0,0,11.752,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Safari,14.1,Macintosh,1024x1366,A,T,M,6,8,5,1.09,1.09,12.419,1,"13,5",1.429,17.848,18.512,2,"0,5",10.501,10.501,12.458,1,5,17.362,17.362,18.631,1,234,32.994,32.994,34.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.08,(4),(3),(6) Tout à fait d'accord,Non,Je me base en partie sur ma réflexion et en partie sur mon intuition,(3),Légèrement positifs (1),Plutôt d'accord,Tout à fait d'accord,Plutôt en désaccord,"Ni d'accord, ni en désaccord",En désaccord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",D'accord,Plutôt d'accord,D'accord,Plutôt en désaccord,Plutôt en désaccord,20,Un Homme,,Etudiant.e,,,12586,
2021-05-10 05:45:51,2021-05-10 06:00:22,IP Address,178.38.178.21,100,871,True,2021-05-10 06:00:23,R_VQ2qIm5KzT4oUBX,,,,,46.1952972412109375,6.1385040283203125,anonymous,FR,0,0,7.1,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Safari,12.1.2,Macintosh,1440x900,H,N,I,18,2,30,22.109,73.4,79.689,2,13.50,47.823,47.823,51.306,1,0.50,73.912,73.912,78.797,1,15,80.618,80.618,83.626,1,234,46.475,46.475,57.237,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,(6) Très probable,(6) Très susceptible,(6) Tout à fait d'accord,Non,Je me base en partie sur ma réflexion et en partie sur mon intuition,Très négatifs (6),Pas de sentiments positifs à propos du réchauffement climatique (0),Plutôt d'accord,Tout à fait d'accord,D'accord,D'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,D'accord,Tout à fait d'accord,Tout à fait d'accord,D'accord,Tout à fait d'accord,D'accord,D'accord,23,Une Femme,,Etudiant.e,,,11740,
2021-05-10 05:47:45,2021-05-10 06:01:55,IP Address,83.77.89.67,100,849,True,2021-05-10 06:01:55,R_1E73Tk6VSAqYvYR,,,,,46.529998779296875,6.516998291015625,anonymous,FR,0,0,44.329,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,No,Edge,90.0.818.56,Windows NT 10.0,1280x720,I,V,V,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,"Je ressens de l'indifférence. ",2.045,2.045,29.895,1,"Je ressens de la joie. ",3.392,3.392,15.391,1,"Je ressens de la joie et de la peur. ",1.216,1.216,12.758,1,"Je ressens de la tristesse et de l'empathie. ",1.743,1.743,10.935,1,"Je ressens de l'espoir. 
",5.801,5.801,75.751,1,repos,1.086,1.086,11.484,1,"Je ressens de l'intérêt et de la joie. ",1.445,1.445,4.642,1,13,(6) Très probable,(5),(6) Tout à fait d'accord,,,,,Non,Je prends le temps de réfléchir avec précision,(4),Pas de sentiments positifs à propos du réchauffement climatique (0),Plutôt en désaccord,Plutôt d'accord,Pas du tout d'accord,En désaccord,En désaccord,D'accord,En désaccord,En désaccord,D'accord,D'accord,En désaccord,En désaccord,Pas du tout d'accord,En désaccord,22,Une Femme,,Etudiant.e,,Non,10687,
2021-05-10 05:52:15,2021-05-10 06:02:23,IP Address,85.7.19.175,100,608,True,2021-05-10 06:02:23,R_3KIyRu6rl2D0XxY,,,,,46.1952972412109375,6.1385040283203125,anonymous,FR,0,0,26.701,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,No,Safari,14.1,Macintosh,1440x900,G,P,E,24,7,,,,,,,,,,,,,,,,,,,,,,,,,,"Je pense à la vie politique. ",6.076,6.076,43.176,1,"Vie, amour, passion, famille ",2.223,2.223,25.894,1,"amour, bonheur ",2.194,2.194,9.234,1,"Tristesse, injustice, besoins ",1.664,1.664,25.368,1,"Changement ",1.9,1.9,44.763,1,"Repos, famille ",1.657,1.657,11.69,1,"Méfiance ",2.209,2.209,19.496,1,8,(2),(2),(3),,,,,Oui,Je me base en partie sur ma réflexion et en partie sur mon intuition,(3),(3),Plutôt en désaccord,D'accord,"Ni d'accord, ni en désaccord",Plutôt d'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",En désaccord,Plutôt d'accord,Plutôt d'accord,Plutôt d'accord,D'accord,Plutôt d'accord,Plutôt d'accord,19,Une Femme,,Etudiant.e,,,13354,
2021-05-10 05:56:10,2021-05-10 06:02:26,IP Address,92.89.54.137,100,375,True,2021-05-10 06:02:26,R_2R9ZcaflpVMLB5I,,,,,46.156097412109375,5.075897216796875,anonymous,FR,0,0,21.137,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Safari,13.1.2,Macintosh,1280x800,A,T,O,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,"arnaque ",3.015,3.015,12.028,1,bonheur,1.365,1.365,4.249,1,amour,1.263,1.263,8.545,1,tristesse,1.443,1.443,20.14,1,"determination
",1.479,1.479,7.594,1,tranquillité,3.23,3.23,10.47,1,google,1.249,1.249,8.542,1,,,,,5,(4),(3),(3),Non,Je me base en partie sur ma réflexion et en partie sur mon intuition,(5),(3),Pas du tout d'accord,Tout à fait d'accord,D'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,"Ni d'accord, ni en désaccord",Plutôt en désaccord,Tout à fait d'accord,Plutôt d'accord,Tout à fait d'accord,Tout à fait d'accord,Plutôt d'accord,Tout à fait d'accord,21,Une Femme,,Etudiant.e,,,13171,
2021-05-10 05:51:12,2021-05-10 06:02:47,IP Address,213.55.244.86,100,695,True,2021-05-10 06:02:47,R_24lc0yumySNdECc,,,,,46.5294036865234375,6.6123046875,anonymous,FR,0,0,17.472,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Chrome,90.0.4430.93,Windows NT 10.0,1280x720,P,A,F,16,5,80m,2.617,2.617,20.593,1,"13,50 CHF",2.055,2.055,36.5,1,1 CHF,85.974,85.974,91.733,1,15 CHF pour chaque livre,44.423,44.423,73.019,1,124,1.674,1.674,47.279,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.01,(3),(2),(3),,,,,Oui,Je me base en partie sur ma réflexion et en partie sur mon intuition,(4),Légèrement positifs (1),Plutôt en désaccord,Tout à fait d'accord,Pas du tout d'accord,Pas du tout d'accord,En désaccord,D'accord,Pas du tout d'accord,Pas du tout d'accord,D'accord,"Ni d'accord, ni en désaccord",Pas du tout d'accord,Plutôt d'accord,Pas du tout d'accord,"Ni d'accord, ni en désaccord",21,Une Femme,,Etudiant.e,,,11707,
2021-05-10 05:49:46,2021-05-10 06:03:00,IP Address,188.155.248.228,100,794,True,2021-05-10 06:03:01,R_1JUYnsQW8Q9Tk56,,,,,46.17779541015625,6.12750244140625,anonymous,FR,0,0,99.831,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Chrome,87.0.4280.141,Macintosh,1440x900,M,M,L,7,8,720,49.923,49.923,85.374,1,"13,5",24.861,24.861,44.239,1,1,10.236,10.236,72.113,1,15,20.325,20.325,25.372,1,234,7.773,7.773,29.31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,(5),(5),(5),Oui,Je me base en partie sur ma réflexion et en partie sur mon intuition,Très négatifs (6),Légèrement positifs (1),Plutôt d'accord,Tout à fait d'accord,D'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Plutôt d'accord,"Ni d'accord, ni en désaccord",Tout à fait d'accord,Tout à fait d'accord,D'accord,Tout à fait d'accord,D'accord,Tout à fait d'accord,32,Une Femme,,Etudiant.e,,,13105,
2021-05-10 05:58:16,2021-05-10 06:03:37,IP Address,92.107.157.130,100,321,True,2021-05-10 06:03:38,R_3hfKMGjd1kjvLAG,,,,,46.1952972412109375,6.1385040283203125,anonymous,FR,0,0,23.281,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Chrome,90.0.4430.93,Macintosh,1440x900,C,L,L,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,aucun intérêt,1.05,1.05,13.267,1,cycle de la vie,1.269,9.302,12.915,4,amour,1.025,1.025,11.172,1,problématique qui est trop laissée de côté,1.231,1.231,16.859,1,peuple en souffrance qui essaye de changer les choses,1.326,1.326,10.481,1,calme,0.943,0.943,17.333,1,anxiogène,0.932,0.932,10.928,1,,,,,11.01,(5),(5),(6) Tout à fait d'accord,Non,Je me base en partie sur ma réflexion et en partie sur mon intuition,(5),Légèrement positifs (1),Plutôt d'accord,D'accord,"Ni d'accord, ni en désaccord",D'accord,Plutôt d'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",Plutôt d'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",Plutôt d'accord,D'accord,D'accord,20,Un Homme,,Etudiant.e,,,13000,
2021-05-10 05:56:05,2021-05-10 06:04:58,IP Address,185.10.224.66,100,532,True,2021-05-10 06:04:58,R_2VPvVMaHDuWE6pF,,,,,46.1952972412109375,6.1385040283203125,anonymous,FR,0,0,10.864,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Chrome,90.0.4430.93,Windows NT 10.0,1280x720,A,N,Y,14,6,,,,,,,,,,,,,,,,,,,,,,,,,,rien,2.949,2.949,7.936,1,amour,1.854,1.854,5.862,1,apaisement,1.208,1.208,10.273,1,compassion,1.348,3.636,6.196,2,colère,1.248,1.248,5.486,1,mitigée,1.257,1.257,8.422,1,exploration,1.073,1.073,5.379,1,,,,,5.82,(6) Très probable,(6) Très susceptible,(6) Tout à fait d'accord,Non,Je me base en partie sur ma réflexion et en partie sur mon intuition,(3),Pas de sentiments positifs à propos du réchauffement climatique (0),En désaccord,Tout à fait d'accord,Pas du tout d'accord,"Ni d'accord, ni en désaccord",Pas du tout d'accord,Plutôt d'accord,Pas du tout d'accord,Pas du tout d'accord,Pas du tout d'accord,"Ni d'accord, ni en désaccord",Plutôt d'accord,Plutôt d'accord,Pas du tout d'accord,Pas du tout d'accord,19,Une Femme,,Etudiant.e,,,11305,
2021-05-10 05:55:03,2021-05-10 06:05:13,IP Address,129.194.78.198,100,609,True,2021-05-10 06:05:13,R_1lt5VydTrO98orT,,,,,46.1952972412109375,6.1385040283203125,anonymous,FR,0,0,13.461,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Safari,14.0.2,Macintosh,1440x900,J,C,F,14,12,6m,31.749,31.749,55.376,1,"13,5",1.504,1.504,38.786,1,1,26.129,26.129,30.238,1,15,23.949,23.949,27.959,1,234,22.208,22.208,25.204,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,(6) Très probable,(4),(4),,,,,Non,Je me base en partie sur ma réflexion et en partie sur mon intuition,Très négatifs (6),Pas de sentiments positifs à propos du réchauffement climatique (0),Plutôt en désaccord,Plutôt d'accord,Pas du tout d'accord,Plutôt en désaccord,Pas du tout d'accord,"Ni d'accord, ni en désaccord",Pas du tout d'accord,Pas du tout d'accord,Plutôt d'accord,D'accord,Plutôt en désaccord,Plutôt d'accord,Pas du tout d'accord,Plutôt en désaccord,19,Un Homme,,Etudiant.e,,Non,11299,
2021-05-10 05:57:28,2021-05-10 06:05:39,IP Address,46.140.123.194,100,490,True,2021-05-10 06:05:39,R_3O7IesU2Y1JwMNr,,,,,46.194000244140625,6.1385040283203125,anonymous,FR,0,0,6.373,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Safari,13.0.2,Macintosh,1440x900,P,A,A,18,2,30,21.426,21.426,41.671,1,"13,5",1.906,1.906,45.721,1,"0,55",1.631,1.631,20.827,1,150,1.361,1.361,84.183,1,231,1.663,1.663,71.974,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.01,(5),(5),(5),Oui,Je me base en partie sur ma réflexion et en partie sur mon intuition,(5),(2),Plutôt d'accord,Tout à fait d'accord,Plutôt d'accord,D'accord,"Ni d'accord, ni en désaccord",D'accord,"Ni d'accord, ni en désaccord",Plutôt en désaccord,Tout à fait d'accord,D'accord,Plutôt d'accord,D'accord,Plutôt d'accord,D'accord,21,Une Femme,,Etudiant.e,,,12814,
2021-05-10 05:57:55,2021-05-10 06:05:52,IP Address,178.38.176.176,100,476,True,2021-05-10 06:05:52,R_O3YYrOx3S8BLHEZ,,,,,46.1952972412109375,6.1385040283203125,anonymous,FR,0,0,6.225,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Chrome,90.0.4430.93,Windows NT 10.0,1280x720,M,C,D,29,9,6,12.034,12.034,17.117,1,"13,5",16.558,18.766,19.383,2,1,20.16,22.884,55.568,2,15,11.407,11.407,18.177,1,234,17.39,17.39,22.553,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.02,(6) Très probable,(3),(3),,,,,Non,Je me base en partie sur ma réflexion et en partie sur mon intuition,(4),Pas de sentiments positifs à propos du réchauffement climatique (0),Plutôt d'accord,Plutôt d'accord,"Ni d'accord, ni en désaccord",D'accord,"Ni d'accord, ni en désaccord",Tout à fait d'accord,D'accord,D'accord,D'accord,Plutôt d'accord,"Ni d'accord, ni en désaccord",Plutôt d'accord,D'accord,D'accord,47,Une Femme,,Etudiant.e,,,11194,
2021-05-10 04:54:00,2021-05-10 06:09:26,IP Address,85.2.127.127,100,4525,True,2021-05-10 06:09:26,R_28HsOO8ADED5uJI,,,,,46.505096435546875,6.658203125,anonymous,FR,0,0,7.65,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Chrome,90.0.4430.93,Macintosh,1440x900,S,J,S,19,12,,,,,,,,,,,,,,,,,,,,,,,,,,"ennui
",5.153,5.153,29.071,1,"joie , euphorie",1.694,1.694,13.379,1,"joie 

",1.469,1.469,29.294,1,"tristesse
",1.115,1.115,20.287,1,"stress, tension",1.371,1.371,16.913,1,"apaisement ",1.007,1.007,10.096,1,"neutre
",4.308,4.308,10.125,1,12,(6) Très probable,(4),(5),,,,,Non,Je me base en partie sur ma réflexion et en partie sur mon intuition,(2),Pas de sentiments positifs à propos du réchauffement climatique (0),Plutôt d'accord,D'accord,Plutôt d'accord,D'accord,Plutôt d'accord,Plutôt d'accord,D'accord,Plutôt en désaccord,Plutôt d'accord,D'accord,D'accord,Plutôt d'accord,Plutôt d'accord,D'accord,25,Une Femme,,Etudiant.e,,,10930,
2021-05-10 05:59:40,2021-05-10 06:10:03,IP Address,178.193.110.98,100,622,True,2021-05-10 06:10:03,R_2ckHKreM9oktnnc,,,,,46.1952972412109375,6.1385040283203125,anonymous,FR,0,0,31.644,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,No,Edge,90.0.818.56,Windows NT 10.0,1368x912,G,C,F,3,5,30,48.352,48.352,50.519,1,13.50,29.418,29.418,42.8,1,1,3.218,20.882,25.081,2,15,70.759,70.759,91.168,1,72,49.161,49.161,54.441,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,(2),(2),(2),,,,,Non,Je me base en partie sur ma réflexion et en partie sur mon intuition,Très négatifs (6),Pas de sentiments positifs à propos du réchauffement climatique (0),Plutôt d'accord,Tout à fait d'accord,Plutôt d'accord,D'accord,Tout à fait d'accord,Tout à fait d'accord,D'accord,Plutôt d'accord,Tout à fait d'accord,D'accord,D'accord,D'accord,D'accord,Tout à fait d'accord,21,Une Femme,,Etudiant.e,,,11545,
2021-05-10 06:01:15,2021-05-10 06:11:21,IP Address,188.155.240.185,100,605,True,2021-05-10 06:11:22,R_33qFOoKk52PBuqg,,,,,46.1952972412109375,6.1385040283203125,anonymous,FR,0,0,9.662,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Chrome,90.0.4430.72,Macintosh,1280x800,T,A,B,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,France,19.515,19.515,31.883,1,douceur,4.947,4.947,11.941,1,heureux,3.653,3.653,8.928,1,Pitié,3.037,3.037,9.289,1,Progrès,3.969,3.969,15.684,1,Repos,3.949,3.949,11.218,1,recherche,2.818,2.818,7.837,1,,,,,6.9,(2),(3),(1),Oui,Je me base en partie sur ma réflexion et en partie sur mon intuition,(3),Pas de sentiments positifs à propos du réchauffement climatique (0),"Ni d'accord, ni en désaccord",Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,"Ni d'accord, ni en désaccord",Plutôt en désaccord,En désaccord,Plutôt d'accord,Plutôt en désaccord,Plutôt d'accord,Plutôt d'accord,"Ni d'accord, ni en désaccord",Plutôt en désaccord,26,Une Femme,,Etudiant.e,,,13282,
2021-05-10 06:04:24,2021-05-10 06:13:01,IP Address,88.165.239.178,100,517,True,2021-05-10 06:13:02,R_2v0upTLliNomnsg,,,,,45.5673980712890625,5.9275054931640625,anonymous,FR,4.138,18.769,19.886,11,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,No,Safari iPhone,13.0.5,iPhone,375x667,D,C,E,24,8,,,,,,,,,,,,,,,,,,,,,,,,,,"Droite et politique
",19.599,19.599,28.947,1,"Dégoût ",2.996,2.996,11.962,1,"Moment heureux ",1.807,12.305,16.978,7,Tristesse,1.243,2.343,7.073,3,Terreur,1.289,10.24,19.377,2,Joie,1.194,9.792,37.292,2,"Technologie ",2.482,2.482,9.294,1,,,,,5,(5),(6) Très susceptible,(5),Non,Je me base en partie sur ma réflexion et en partie sur mon intuition,Très négatifs (6),(4),Plutôt d'accord,Tout à fait d'accord,"Ni d'accord, ni en désaccord",Tout à fait d'accord,Plutôt d'accord,Plutôt d'accord,Tout à fait d'accord,D'accord,Tout à fait d'accord,Pas du tout d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,18,Une Femme,,Etudiant.e,,,12889,
